Census_ID,State,District,Census_Year,Total_Population,Male_Population,Female_Population,Urban_Population,Rural_Population,Literates,Illiterates,Age_0_14,Age_15_59,Age_60_Plus
546,Telangana,District A,2011,2843876,474300,1063658,531651,468811,2498847,1884827,1401738,1406131,530524
547,Rajasthan,District A,2011,531478,2082282,621883,1717312,2746621,1861617,1161660,679312,1603552,101868
548,Telangana,District C,2001,3254942,1470117,2345404,1639481,2490428,3613202,373483,630619,2755788,74268
549,West Bengal,District D,2011,205559,1469230,738853,1287823,54687,3574086,612633,388566,2683203,400369
550,Bihar,District B,2011,3571748,1463582,1721483,38211,2169001,276278,1988444,450992,2323190,149199
551,Tamil Nadu,District A,2011,4831173,833732,1610603,214926,2601698,3075551,36683,1180797,847521,493614
552,Rajasthan,District B,2011,3315646,1728835,377006,205844,2883113,2158384,79952,443423,686900,483436
553,West Bengal,District C,2011,2184352,2453955,2278772,1511708,45210,2525758,1500873,1432438,1948641,731587
554,Bihar,District B,2001,4556363,1036063,339274,857645,757982,472987,1738947,1454035,580509,396746
555,Telangana,District A,2001,3133530,1359928,679349,2823020,1636741,3613815,1941759,265245,748135,220807
556,Tamil Nadu,District A,2001,3234174,1360135,1046458,2933504,429237,122305,44529,475470,1899608,176391
557,Kerala,District C,2001,4339611,685480,1706665,463420,2800391,527183,617619,1126474,691971,273623
558,Karnataka,District C,2001,250247,1219210,829093,968361,1649298,212729,1891297,1080576,316157,394780
559,Andhra Pradesh,District E,2011,4186545,2483792,1660996,2715822,1329960,3720453,441911,1322527,2305822,173226
560,Bihar,District B,2001,3999971,2086966,1334985,1805372,1206978,1039112,785762,538284,844187,274844
561,Andhra Pradesh,District C,2011,532995,1598696,1973011,311880,146264,2958476,658817,611707,2913385,38632
562,Maharashtra,District C,2011,3534897,1537380,1445988,2534315,834952,2145991,1259179,815951,408320,47968
563,Rajasthan,District E,2001,571255,196778,1664579,2529780,2220336,2804405,1106791,1199152,1532128,246961
564,Kerala,District B,2001,4717218,592673,932856,1705172,1140775,2639544,1371254,1293438,2581861,306525
565,Andhra Pradesh,District B,2001,4464764,2010750,1265213,2392774,2932339,1367022,1974367,1296862,2948977,466867
566,Kerala,District E,2011,3416341,2497014,654296,1785393,2698914,2195496,742987,1395719,2769386,611303
567,Maharashtra,District A,2001,2408611,1032278,135526,2452701,1475997,3539737,1863036,364191,2306683,197048
568,Karnataka,District A,2011,4222920,901999,33368,2757846,359202,842952,490567,896514,2007063,306227
569,Maharashtra,District E,2001,611147,267702,396595,736308,1218440,3628007,1688844,752693,2027250,162617
570,Maharashtra,District D,2011,4849416,679316,693015,1541827,2761269,1270934,1640125,1271473,921545,543772
571,Andhra Pradesh,District C,2001,3969145,1758930,1056906,2401747,1782009,3021318,1926936,550920,359583,166114
572,Tamil Nadu,District C,2001,270638,1442469,2494341,1835360,543207,3573293,144628,1311054,2160821,540688
573,Maharashtra,District B,2001,1128851,926997,1704289,1817043,1721804,2178667,804007,919146,574684,115259
574,Bihar,District B,2011,845563,1016922,984026,1768812,2825485,2036101,1766124,526969,1483862,360764
575,Bihar,District B,2011,448654,1730408,679893,361510,722104,3318325,798230,1194637,345085,696364
576,Andhra Pradesh,District E,2001,1014005,2012047,2021127,2395040,1691957,2057785,1351032,340071,2758476,230096
577,Tamil Nadu,District D,2011,4492530,679032,2078697,690193,1413942,3988080,870738,980120,264783,105379
578,Rajasthan,District A,2001,1850778,839569,1317851,1489726,724424,2106470,1146788,147453,1174169,649116
579,Andhra Pradesh,District B,2001,486199,76117,1368318,776069,2080188,125040,1966762,799329,1087575,605130
580,Telangana,District B,2011,606717,2286864,1521744,1317449,1873442,1847466,353790,65944,558738,331777
581,Kerala,District D,2001,3838880,1602387,299434,2061654,1402348,3389818,604468,999903,1808078,42681
582,Kerala,District D,2011,1244518,281536,2002741,823253,451133,2432859,471839,32924,349949,607795
583,Karnataka,District E,2011,1659032,1065294,1785634,765593,2102015,1932905,12984,798569,123054,651703
584,Kerala,District C,2011,2780505,2146800,1696472,1068992,951064,2095970,596164,640654,800895,76210
585,West Bengal,District D,2001,1487695,1435587,1384766,1746832,2130810,3092647,996159,1266948,1631081,261100
586,Uttar Pradesh,District A,2011,945670,334382,2205188,522440,1257967,1150180,474665,783979,649987,474887
587,Maharashtra,District D,2011,1526210,380210,2406218,2651372,1757411,3447322,731957,1352358,1612997,344426
588,Rajasthan,District A,2001,1667266,1949381,1847141,1956758,976472,71619,1500494,1306230,1796291,503131
589,Telangana,District B,2001,4823145,1377466,400407,2752879,2842930,1114892,20265,30641,1985340,525693
590,Telangana,District E,2011,2380828,849185,140413,693525,1278172,618055,1270396,1445651,623865,228065
591,Tamil Nadu,District E,2011,3520937,1997341,652849,825667,421449,25521,1973168,20407,2568194,295361
592,Rajasthan,District D,2001,4428180,217568,289439,421351,2546098,256175,1879950,1333479,870415,552354
593,Andhra Pradesh,District A,2011,3804682,765233,1700991,2653347,508893,1712317,1755442,836826,51180,276911
594,Karnataka,District B,2001,2909452,274479,1389417,135338,623067,3664317,1087603,121127,430983,430025
595,Rajasthan,District C,2001,3639228,88044,758039,1790517,1552702,1152421,991354,900420,259508,159213
596,Maharashtra,District A,2001,2993874,1581534,2090465,617670,2467353,1159095,1803001,1127763,2695757,748441
597,Uttar Pradesh,District C,2011,4209910,2297905,44806,1252780,333692,3665910,299482,558767,2472724,381897
598,Karnataka,District D,2011,4514999,1081474,2315918,2525225,2958633,1464668,255504,1239583,1628606,295937
599,Maharashtra,District E,2001,201680,1812289,790464,234514,630608,1545709,287853,534489,429539,35030
600,Telangana,District C,2001,3042683,1254608,896326,422566,636031,3197132,1955932,1346959,2246463,302268
601,Rajasthan,District C,2001,4211156,897123,172581,2132970,2795978,458160,1270170,952987,317384,507818
602,West Bengal,District E,2001,1770654,533955,1287077,628343,2298098,3030293,1419850,993445,876762,374264
603,Rajasthan,District C,2001,126258,1674776,1085959,1454905,2645840,1950587,1940018,358949,268982,641897
604,Tamil Nadu,District A,2011,2502816,1218062,1792212,1140665,1843096,1872485,386915,577364,1423556,503282
605,Tamil Nadu,District D,2011,1964748,1898353,1144743,334978,1992646,2760314,11412,1397718,1431359,269598
606,Rajasthan,District B,2001,3135049,2120521,1725653,2034916,1920936,2065127,1501969,1135289,644904,671790
607,Rajasthan,District B,2011,403654,2432991,2469344,893815,1144969,1837869,1921702,1321065,571470,160577
608,Andhra Pradesh,District D,2001,3198819,2167273,2037567,949094,1668051,3645060,306644,966170,1633502,553528
609,West Bengal,District D,2011,1203966,1726297,329439,1848462,1358195,1575657,1643675,875070,1099068,27783
610,Kerala,District E,2011,1438097,2145286,2291881,2725022,2911244,3319810,979362,1293497,1387605,238577
611,Andhra Pradesh,District A,2001,553049,2325547,183140,1967291,1867016,3810891,684180,1354825,2033704,310213
612,Maharashtra,District C,2001,1651660,72826,2491759,2742603,2880324,3582353,367443,366823,2493255,478067
613,West Bengal,District C,2011,1272833,240659,1513973,1325488,1812788,3419446,1914929,1494269,1526584,277827
614,Rajasthan,District D,2001,2502448,2089655,1614452,2294638,2847995,60457,1945434,935386,2729425,260247
615,Uttar Pradesh,District C,2001,3844925,1532834,707425,2976115,364581,1512831,936838,292731,1671357,310516
616,Maharashtra,District D,2011,2959795,1801121,727875,881518,2785946,3064298,361514,930577,2770132,771422
617,Andhra Pradesh,District D,2011,330535,1063818,923761,108969,2377598,1724710,1544922,994606,867314,545570
618,Rajasthan,District E,2011,3048500,174199,1083022,1268578,1391913,1626193,719845,868415,2787559,533224
619,Kerala,District D,2011,4109156,581149,2366271,27050,1858422,3222457,1400833,1050150,232288,703232
620,Maharashtra,District D,2001,1216253,1492343,870123,1469001,2395557,3688359,779864,602118,2032672,702720
621,Kerala,District E,2011,660148,920193,997698,2627565,688762,2955760,687432,1171413,1607159,434757
622,Kerala,District E,2011,3535166,2120232,1769826,323832,2400084,2563784,1728210,958312,182112,512875
623,Telangana,District C,2011,2479732,1136507,769373,589681,2298625,3308195,465390,36301,2139625,666500
624,West Bengal,District E,2001,1131596,459331,1974037,2752128,1900545,3529925,1155486,1177240,649190,335357
625,Uttar Pradesh,District E,2001,664096,1278491,650894,2538651,2635794,1031693,833907,1147259,1908116,332699
626,Telangana,District C,2011,2361820,660482,1337928,924958,1852412,827014,566161,110727,2438134,629654
627,Telangana,District C,2011,3448594,489270,1824005,2037457,2112143,2735001,116443,25254,1412895,587940
628,Bihar,District A,2001,1264413,174325,400745,2444824,2248976,722765,991001,69202,1050676,165195
629,West Bengal,District D,2001,2338411,1833260,970981,1553695,290313,238051,1720617,1471506,2904060,164218
630,Tamil Nadu,District C,2011,969010,2166605,1475688,1655598,2114476,2714453,1796210,1171505,1282091,180469
631,Maharashtra,District D,2001,1970118,1153913,568168,1566570,1599812,2732822,821977,18478,2472265,529147
632,Tamil Nadu,District A,2001,64387,2085267,408705,2593315,2834661,281037,520865,1458744,2663241,418626
633,Telangana,District A,2001,2490201,1701923,642365,1896920,2429290,2345543,442154,664115,2631523,188368
634,Maharashtra,District C,2001,3509603,1283532,2045359,566267,1585703,312517,1476604,280555,1468121,101653
635,Karnataka,District C,2011,4889117,1181813,2295800,689810,619047,2530918,142904,794567,676445,649477
636,Maharashtra,District A,2011,1019384,874391,2294564,1278333,1157492,2400592,1783245,114477,2210906,175328
637,Rajasthan,District D,2011,4695552,1686870,2215329,1333017,1572971,1618534,58055,766564,849037,133271
638,Telangana,District E,2011,511311,1943879,2118379,1931128,1817679,2280896,1234215,1357799,2133817,676674
639,Tamil Nadu,District C,2011,2172829,1238237,98525,705059,828970,2063710,441707,895241,2570101,377453
640,Maharashtra,District D,2001,1494121,2481815,1814992,2473280,640726,1453410,401073,1390081,996098,296936
641,Kerala,District B,2011,3663265,415917,265915,329697,2735144,1117942,1395318,538413,112279,456123
642,Kerala,District A,2011,1780194,2319384,661102,2058713,1616822,2900908,644596,208687,2599487,731216
643,Tamil Nadu,District A,2011,1357907,121552,2466532,2392854,219535,1982831,1652474,1470007,2583086,205629
644,Karnataka,District C,2011,4008195,1095410,1088968,822537,1158965,959135,906267,772141,2223726,511121
645,Andhra Pradesh,District B,2011,2394969,2175539,2001827,1191997,2887415,3094669,816477,849948,75628,503598
646,Kerala,District B,2001,2364714,106176,1277043,997153,1582729,2446793,1846387,140044,189118,581509
647,Rajasthan,District E,2011,3014980,2133796,1971320,557403,2752607,1851045,1139983,889652,734869,387600
648,Karnataka,District D,2001,2452469,42293,1202194,1831631,1666712,805258,1101743,1403756,136207,776156
649,Rajasthan,District E,2011,3366528,1532875,526299,903458,189466,1894577,164817,949825,2989107,418642
650,Rajasthan,District E,2001,3137125,1541034,1072610,678960,2322015,3983357,1980747,1284882,186780,517457
651,Andhra Pradesh,District D,2001,3887567,85735,1293251,352997,1750445,1056103,691094,442911,2000430,316557
652,Bihar,District C,2011,2593775,2254445,82557,1472879,1760384,1932960,537809,1015830,523146,37162
653,Bihar,District E,2001,2381477,1894520,651370,2119473,2262326,2193355,1146524,1350351,2128862,507651
654,Telangana,District D,2001,2153110,125573,41596,2560917,2956374,3949223,1487907,455673,614651,626867
655,Tamil Nadu,District A,2011,4815409,1698990,1927101,1919549,2424648,1949972,1128870,1104528,1923034,727537
656,Karnataka,District A,2001,4075454,2111440,2289789,2017344,1715204,130334,871030,1021430,2423258,616249
657,Tamil Nadu,District D,2001,1922581,857762,1496483,2967249,684321,3770919,1432936,444627,1951752,237142
658,Kerala,District B,2011,4146015,2167592,1326148,485346,2514919,1372617,57544,872405,245821,5997
659,Karnataka,District E,2001,114477,2229032,726803,2516554,2317089,3399442,1936249,392312,2196729,285537
660,Karnataka,District B,2011,4216033,1547081,664719,1675564,208061,3617478,1896236,25025,297567,755243
661,Andhra Pradesh,District D,2001,2063167,1962069,1165837,1565617,196067,2319331,588758,1028331,1039520,720757
662,Bihar,District A,2001,4571363,1114756,1461885,2791491,1677078,3638233,524842,922319,2289473,420044
663,Kerala,District A,2001,478025,1400638,1850549,1670835,284330,3179622,1867780,119335,252762,307894
664,Telangana,District D,2001,3000105,557933,544609,1456814,1738791,148770,1285789,1398251,2896657,642305
665,Tamil Nadu,District C,2001,1729939,210582,71838,2046175,1561094,1355376,11006,281090,1625683,559699
666,Telangana,District D,2011,2445025,625746,2458628,1844173,237805,3446067,1245662,1384690,1485428,672384
667,Rajasthan,District A,2001,2633839,1795239,661112,872196,1905916,1220092,489876,1003307,1309142,89569
668,West Bengal,District D,2001,1054782,1811034,2019924,1791932,1428560,2144144,560806,318332,2874091,715159
669,Rajasthan,District D,2001,3912860,498193,229558,1688685,872916,3670939,1417803,1197497,615330,323312
670,West Bengal,District A,2011,3423412,2403013,1303293,2089942,2598916,2999905,22694,783776,2924362,599108
671,Maharashtra,District D,2011,3228532,1978323,385541,65226,2645281,763877,227536,695667,2419839,489681
672,Uttar Pradesh,District B,2011,1253140,2486492,632615,746475,967609,1230720,538285,1219125,810402,326581
673,West Bengal,District C,2011,2193485,1273742,2034400,2630187,1445118,3819296,1385777,384282,610344,79883
674,Bihar,District B,2001,2656792,1764047,612220,2219084,2055672,322519,1598112,337188,2534212,254721
675,Kerala,District B,2011,2610714,2042048,2209347,43221,2860727,3471631,1616210,1189988,1064663,451785
676,Kerala,District E,2011,849686,1183317,720222,2107564,1953822,377800,1197919,392661,1147986,80944
677,Bihar,District D,2001,4751727,510279,435342,1045157,2327309,3735646,592065,1447443,1238353,673635
678,Karnataka,District E,2001,2823902,1842935,433817,1252701,2184546,1644795,477291,615016,2582539,106554
679,Kerala,District C,2001,4783667,1236217,792271,1124469,1640634,1583913,947880,500726,2516754,325424
680,West Bengal,District B,2011,4904528,2185927,1226084,2511773,1304823,94584,1891673,442320,1709841,543958
681,Rajasthan,District E,2011,2314399,168913,2160134,2680957,2165503,3790683,1834634,1282166,2546443,539603
682,Bihar,District E,2001,2764501,873967,1154282,2187900,1998876,2044164,471306,90975,1198962,710646
683,Tamil Nadu,District B,2001,4459681,330061,342754,744532,837228,815287,713262,194607,1752347,32420
684,Uttar Pradesh,District E,2011,1967777,81984,728547,1964515,795554,1905552,1823771,847923,2013932,423849
685,Maharashtra,District A,2001,2085657,489674,902371,767513,1196477,2493392,1629206,471916,1864064,258750
686,Maharashtra,District C,2001,4572872,226983,1974897,346955,959067,1664785,385269,1213564,557455,243791
687,Tamil Nadu,District D,2011,1542631,1655862,1568453,1595910,2948462,2231686,1990035,122863,2047898,120596
688,Andhra Pradesh,District A,2001,2959757,2415826,2152844,2536532,1711707,3668018,483289,326899,603581,689839
689,Maharashtra,District D,2011,2458359,365958,1698756,2191215,1246361,1040634,1112266,895434,2488398,455704
690,West Bengal,District C,2001,3522222,1705629,112666,2641336,2675693,3700234,388773,968219,2830065,491918
691,Karnataka,District D,2011,4384563,1757410,511648,481869,890450,138993,249081,495377,1582259,690282
692,Kerala,District D,2001,4671519,62838,615083,254347,2450400,1158349,630904,77283,183539,395812
693,Bihar,District C,2001,351144,839073,1531983,51572,2652232,1815954,1583460,209518,2135525,544043
694,Telangana,District E,2001,2904486,611572,175358,2228452,2916558,2278740,1233791,372311,2517533,91895
695,Telangana,District E,2001,195717,1684502,255797,2571825,823483,367154,153864,1486091,84854,2899
696,Maharashtra,District B,2011,712423,1932253,660897,2796928,1351324,2305216,1833472,919511,233570,515431
697,Karnataka,District C,2011,1784855,2307071,722976,2457076,2744807,1869717,30814,1136843,1322455,648938
698,Uttar Pradesh,District A,2011,3985839,2364080,459706,2720331,157532,1914219,405855,1363892,1924063,548594
699,Andhra Pradesh,District D,2011,884075,547123,531151,1015283,1697027,3921205,49240,1068749,2808816,221940
700,Bihar,District E,2011,2325629,404699,1221664,2569201,512168,2634345,868504,547171,1672681,578871
701,Telangana,District A,2011,2831939,905428,2080755,2421494,1130536,1260933,201024,1376701,1483488,540838
702,Maharashtra,District B,2011,3181797,941401,169147,2104222,1111774,2623867,1178667,989877,223623,633613
703,Andhra Pradesh,District D,2001,1620457,267635,1273630,2659184,2160266,250619,705520,1115817,1918263,187517
704,Maharashtra,District A,2011,2702549,279583,397465,1989953,2430526,963207,852412,927022,1715564,723776
705,Maharashtra,District D,2011,2856589,760414,2297859,2754925,2357921,2930084,1282243,163783,1869588,185894
706,Karnataka,District D,2011,3309762,2172822,538778,2563912,1533422,1131986,686647,1273096,1512698,99052
707,Kerala,District B,2011,1083631,1677968,1450878,2196132,210985,3183964,278282,78770,1489152,783635
708,Kerala,District D,2011,3197896,1040194,1476472,2665429,2849731,817042,1551053,1237336,2520405,741229
709,Bihar,District A,2001,3344647,1842701,141639,2191829,1053113,2263896,1807527,68816,2249996,73941
710,Karnataka,District C,2001,555084,1196942,773965,1395096,2328595,926933,176130,424015,693059,323045
711,West Bengal,District C,2001,3222480,1747215,436424,56669,2761080,2173805,857513,1224357,2237903,263157
712,Rajasthan,District B,2001,1245805,2438426,1894021,811970,229554,861756,366525,420023,691403,27942
713,Uttar Pradesh,District D,2011,3726498,81906,2365674,1651127,1495965,2695681,1206450,999639,231906,507112
714,Rajasthan,District E,2011,3450015,1005729,500170,2086964,141769,577933,770410,824415,1315098,710429
715,Andhra Pradesh,District D,2011,82835,1454752,2449623,1283195,2449681,3783831,858397,641662,1454109,587995
716,Tamil Nadu,District B,2011,439353,2346481,456602,277926,791230,1078022,926473,665323,2499084,148713
717,Uttar Pradesh,District E,2011,4381022,26813,1179145,642476,1966204,185239,1000524,1284053,2567112,254256
718,Andhra Pradesh,District B,2011,1462349,1280096,2429114,2171963,2765301,287193,754259,618621,2865700,38829
719,Uttar Pradesh,District B,2001,2342038,587785,1419359,2193559,1306871,2775540,635515,546961,853862,207447
720,Bihar,District A,2011,2991703,1086718,768317,2501784,137878,2011240,566964,1208868,2901026,275205
721,Kerala,District D,2001,2844558,2417273,376800,329532,1468314,3816838,778423,523679,795088,692522
722,Maharashtra,District E,2001,4639689,1558306,72189,1184982,2410261,2758750,262296,842350,313836,406759
723,Rajasthan,District A,2011,3264128,136488,92890,1604244,412220,558329,450317,451933,2629611,630218
724,West Bengal,District E,2011,578380,2019185,1161248,591902,2863357,3713109,351341,667312,2848961,170585
725,Kerala,District D,2011,3501852,467347,1293563,85719,2254415,3600682,1317106,561141,578170,159725
726,Karnataka,District A,2001,3611209,853301,51032,2548762,1575575,2491056,1830310,463766,1022043,740957
727,Kerala,District B,2001,1106308,1207002,1050470,732934,2321801,555605,687419,1011109,2177932,31314
728,Karnataka,District D,2001,3893785,698236,744558,176020,2850771,2201791,505843,1033502,1063733,32360
729,Maharashtra,District D,2011,2956156,2207323,2454347,1549197,1227794,1456481,1979687,1322657,1205427,103909
730,Andhra Pradesh,District E,2011,65000,1654736,2316817,2836549,1644939,3823421,1036587,727323,637115,466692
731,Karnataka,District C,2001,1484226,2000367,1582405,363472,657660,645556,291893,273402,35448,692020
732,Karnataka,District C,2001,1998821,1507241,2165594,327085,1332924,392293,1995837,948616,853309,468683
733,Rajasthan,District D,2011,4726924,2481134,2276897,1999159,1412517,930098,1710058,21195,2142952,2310
734,Karnataka,District A,2011,1607305,815577,1785339,2541126,2686620,2057171,1090339,674433,1294168,44911
735,Bihar,District D,2001,2535917,1720104,1343989,2198115,1947694,3175978,7621,827802,2910208,321754
736,Kerala,District D,2011,3993408,716563,473216,2088205,2527321,1326367,1970097,510724,643507,707311
737,West Bengal,District C,2011,2786469,2499073,60504,2995560,1868651,725437,1266681,956457,2441037,95498
738,Tamil Nadu,District C,2011,90187,2151384,1312627,415996,678173,3537735,446567,676230,693800,753635
739,Kerala,District A,2001,1537680,2468094,78237,441913,726464,472276,1266104,445793,2402773,38063
740,Kerala,District A,2011,1061110,1077073,1905069,2190612,1945124,2019665,1635232,455261,217629,789374
741,Telangana,District C,2001,3460056,483814,2206307,2298552,808437,3500864,1939986,659654,114604,37404
742,Kerala,District C,2001,4834727,449531,1721653,793982,975497,1883340,392982,1292121,711432,237413
743,Karnataka,District C,2011,2832955,831095,1613302,1307126,2235827,2690263,524822,1355933,450723,706383
744,Telangana,District C,2011,1033812,717719,2021385,2362496,2380820,2092730,1996911,1086140,339753,216862
745,Andhra Pradesh,District C,2011,3269685,215494,1283346,244155,634878,460385,1853040,754483,924107,303731
746,Tamil Nadu,District E,2001,2181554,1029593,1916698,2372439,627096,1421718,1103502,334871,406844,783947
747,West Bengal,District E,2011,3263405,669472,1588773,2524695,1830948,3872682,1039684,1320445,2723070,555929
748,Maharashtra,District D,2001,2483879,1511555,2300770,2460559,2637845,2447837,1992551,653410,970295,386152
749,Maharashtra,District A,2001,3393072,2050230,1424902,334583,1329261,2869898,1087041,1417126,151916,193680
750,Rajasthan,District B,2001,822527,1870609,274995,1166751,758600,1278531,1933302,1004337,2422578,564761
751,Karnataka,District B,2001,2949894,823530,834941,2546606,849008,3177754,557111,651070,1314081,798205
752,Kerala,District B,2001,1197883,337067,2166646,2244244,1440895,1493071,723959,1360850,1075124,155852
753,Karnataka,District E,2011,2127865,2116825,1783265,1511099,2572836,210844,778003,1133350,895421,709458
754,Rajasthan,District D,2011,3028856,2272909,995010,2332195,2664581,2150821,1170220,87616,368502,90316
755,Maharashtra,District E,2001,3594483,2478937,1556520,1031914,2742051,2711881,1547078,210610,922012,98556
756,Rajasthan,District C,2001,2539107,2038784,740389,1238846,817767,953313,604493,1288299,2045424,635358
757,Rajasthan,District B,2011,1544602,132754,1451558,2614667,430244,489686,983391,1356952,650994,60676
758,Tamil Nadu,District D,2011,3032029,872363,2476257,877372,1898353,2009924,464508,1307442,1649538,671247
759,Tamil Nadu,District A,2001,3958261,1566969,292170,646609,2666462,2231690,872026,235823,184868,285213
760,Maharashtra,District C,2001,4389062,295258,2161306,2377569,2090682,3000537,638545,1244449,2180440,532868
761,Telangana,District C,2011,4127350,1059880,324608,2904657,1694555,784440,1665733,217106,2257340,21103
762,West Bengal,District A,2011,92974,2324810,1952131,2890308,2467790,1206630,1473685,1114226,1939535,308765
763,Andhra Pradesh,District A,2001,3748757,2213753,1783545,1345753,2788148,3695181,1556788,775848,1097522,521203
764,Maharashtra,District A,2011,943802,644113,377428,2186896,1909040,3205610,46017,780756,400859,474666
765,Maharashtra,District A,2001,2790515,153190,1405673,1418067,2447758,1988734,465514,892171,2584992,275804
766,Karnataka,District A,2001,4188232,1634652,1316585,1571014,2123082,1198836,1820058,276346,882215,612291
767,Telangana,District B,2001,4340939,1614552,349335,2646502,1597579,2501677,503169,1397716,2635940,197963
768,Bihar,District C,2011,2820412,305936,706239,239709,2875268,2890407,1521438,849549,624548,82885
769,Rajasthan,District E,2001,3202753,1868589,299464,2257472,635422,3572218,1797617,1353852,92987,310070
770,Uttar Pradesh,District D,2001,4165785,1987302,2085905,1075602,252857,3332162,1102635,1087610,1528081,765869
771,Kerala,District A,2001,2834097,1246888,769757,140657,2650067,2244949,1104581,1011748,1382018,512158
772,Rajasthan,District B,2011,1325706,579497,1938488,2300628,128853,3411423,1716232,202988,645482,658720
773,Bihar,District D,2001,1640228,1782385,2392402,49050,2612336,3685562,916535,801586,2794956,403499
774,Rajasthan,District B,2001,3613958,1121249,1202852,1116133,1274747,1192243,1286720,652504,2320734,355031
775,Rajasthan,District D,2001,2880774,1619847,2323682,734971,1707830,3736571,1029197,178392,650109,451812
776,Rajasthan,District C,2011,3858866,1978886,1428353,268256,1532535,2755760,1585651,815343,1338457,158322
777,Telangana,District C,2011,1346348,1496299,1415041,1940819,2242881,3814038,668379,1128439,1981490,708587
778,Karnataka,District A,2011,3151380,395287,1509827,2224387,610468,698389,1359524,289376,1591621,94489
779,West Bengal,District E,2011,220872,1205701,2188942,2913249,108636,1838382,1340108,984470,146735,548517
780,Karnataka,District A,2001,582191,1765909,688299,1495049,2957614,3812447,427971,7305,529697,105838
781,Tamil Nadu,District E,2001,1707736,1780188,1413942,146181,283721,1890224,1761606,178537,2289092,89310
782,Andhra Pradesh,District E,2011,3219930,621533,1207480,834651,1867949,972334,862593,646287,2291093,245352
783,Tamil Nadu,District B,2011,3816112,273396,1630886,80064,680091,2331317,15192,802312,2469783,124576
784,West Bengal,District B,2001,1239193,989747,1379623,1831670,1325467,1330531,1466943,1243875,335977,193295
785,Karnataka,District B,2011,2161367,314802,1756311,1397991,1556469,3365455,304112,203307,462650,25539
786,West Bengal,District C,2001,1638391,205538,2150427,2239989,1114738,3872559,1691608,269406,2434202,300702
787,Maharashtra,District B,2011,3270458,600338,245759,2762798,1839922,102061,1947849,299221,2297909,329395
788,Telangana,District C,2001,2651104,1830624,2387365,2735096,2254110,715943,755379,734678,2004972,5222
789,Maharashtra,District E,2001,4605391,1800488,1999566,262463,1136368,483127,1597317,666177,2538918,532068
790,Uttar Pradesh,District D,2011,3210314,1326200,1281178,598735,777284,2921748,96767,499309,1531983,330931
791,Rajasthan,District C,2011,184404,1209316,2276918,20600,175173,1528087,1102777,1165261,1246537,758896
792,Bihar,District E,2011,1360718,522529,2207482,1688290,2617909,972652,1231811,831282,2106023,235236
793,West Bengal,District E,2011,980506,1336513,1862771,490638,659392,1299217,695736,840312,796430,745200
794,Uttar Pradesh,District C,2001,2085207,1283866,1132362,1962072,2131038,151356,1236733,414177,2747158,161909
795,Rajasthan,District A,2001,1346095,488933,1134273,1020663,2809774,1586815,1953761,430351,1771648,559637
796,Karnataka,District A,2001,3956079,308238,1815069,1754055,2592262,3806854,349922,729600,1785537,40104
797,Telangana,District D,2011,2862333,1352495,971488,549985,2779536,1331610,189824,816914,1330532,629991
798,Kerala,District C,2001,879503,1077650,1432527,942566,1945908,3990200,420438,1297173,104716,419086
799,Andhra Pradesh,District A,2011,521046,32138,2259016,1183725,2217150,1549444,31777,653650,1351197,293171
800,Tamil Nadu,District A,2001,4894027,439549,1888665,2392091,1866031,1683711,281294,1252481,2578452,317754
801,Telangana,District B,2001,3532060,1504080,2026663,2687436,2885301,225910,46520,1014515,1159806,588520
802,Telangana,District D,2011,3837370,1418981,2317359,1092281,1593245,2589629,1878526,1454815,1706451,691748
803,Bihar,District E,2001,4269639,1142078,781625,1567128,1219140,1955575,1518266,634870,1279947,487219
804,Tamil Nadu,District D,2001,4055216,1610882,840611,768028,568740,3709002,1547562,538450,67195,472663
805,West Bengal,District D,2001,1441698,876226,353299,2630981,367393,1055734,648792,884061,719559,218645
806,West Bengal,District B,2011,4098592,1875193,2267067,1166612,1272488,3059995,930963,1428648,1672301,697843
807,Rajasthan,District E,2001,4094027,531060,2466047,984575,1168219,690201,207721,593868,2400240,85192
808,Uttar Pradesh,District C,2001,3067350,1796711,75769,1208197,1294681,2768361,1893873,1183991,1347540,252437
809,Bihar,District B,2011,1845914,1683362,2066261,935463,2858510,1807513,614523,961502,182184,670321
810,Rajasthan,District E,2011,206942,374676,1330621,312585,2619317,2310695,951401,9271,1949848,249861
811,West Bengal,District D,2011,2374963,1956290,514619,2151845,1187437,844943,1598732,108464,942167,480631
812,Telangana,District B,2011,4477678,845101,1734609,188999,2596531,1753268,1974919,487212,1398089,241311
813,West Bengal,District A,2011,2955011,1696035,2203239,2793088,2154367,208957,1588348,1376155,2465545,49211
814,Bihar,District D,2011,4452685,1918552,439042,1606162,430433,2338470,1503688,872527,1997937,778474
815,West Bengal,District E,2011,4433674,2421731,941444,1349305,1839087,438750,1799589,470128,1251195,8882
816,Andhra Pradesh,District A,2011,4079154,968503,1798187,1496295,2420451,551448,1445972,417195,893700,103297
817,West Bengal,District A,2011,4063958,868320,1734630,1217987,1488039,3539337,1153207,865785,85729,738542
818,Kerala,District E,2011,538072,733538,1994637,2710530,1098505,2849616,681788,1467046,1728687,252575
819,Andhra Pradesh,District E,2011,2496838,878667,1662961,1530497,646762,1064251,1699117,7361,2824969,619418
820,Andhra Pradesh,District E,2001,4932498,627253,956112,1901842,1482210,1412157,910219,223069,2004974,650545
